1.060132495,0.082675876,0.157746603,2.05516239
1.020090398,0.072669458,0.148987499,2.041760236
1.022767661,0.066285448,0.141817591,2.048644202
1.001388436,0.049881684,0.127041599,2.042840849
0.977295425,0.032638742,0.10829775,2.01959874
0.959692565,0.00335794,0.080690113,2.015600859
0.950123499,-0.003876548,0.07388889,2.01850213
0.924819926,-0.028419024,0.028630379,1.998875107
0.875282174,-0.025614338,0.034255457,1.959937829
0.895635805,-0.085249259,-0.041688076,1.989035854
0.67275861,-0.111948032,-0.006322055,1.941699432
-0.036417327,0.944661722,1.096198121,1.056048649
-0.278143984,1.772581914,1.884691393,0.448982414
-0.180218189,1.583710252,1.770936222,0.548078052
-0.180202522,1.522116425,1.69548103,0.548444065
-0.137670123,1.541086901,1.709558826,0.594902796
-0.138894627,1.521379425,1.67082372,0.602676444
-0.123133569,1.51357761,1.666375498,0.613995084
-0.114236669,1.525120972,1.654540233,0.647101785
-0.097679918,1.52209242,1.665645677,0.663434213
-0.121918378,1.611563828,1.708881253,0.716571706
-0.302971446,0.980843471,1.097302814,0.420682353
-0.451970792,-1.114570012,-0.154853015,-0.95798106
-0.447043239,-1.586794008,-0.375775121,-1.601529256
-0.44046271,-1.43515622,-0.303415659,-1.506470001
-0.467182814,-1.467144447,-0.329948009,-1.52509331
-0.446216728,-1.469725168,-0.339357744,-1.553709743
-0.447040003,-1.485297806,-0.356524299,-1.569360712
-0.442111372,-1.509556163,-0.376590733,-1.587604259
-0.456490496,-1.509115194,-0.409779597,-1.59543156
-0.441689484,-1.516051777,-0.418805982,-1.620249092
-0.488557889,-1.58377007,-0.351684461,-1.619850332
-0.488554619,-1.595908776,-0.61162287,-1.809019522
-0.369550787,-1.054748436,-1.291509592,-2.039809839
-0.257754255,-0.691710297,-1.472738917,-2.053554172
-0.23539411,-0.736681938,-1.466290015,-2.03665305
-0.241503471,-0.727933257,-1.484443556,-2.045099823
-0.217100916,-0.712522695,-1.511717556,-2.058032406
-0.254507265,-0.715436512,-1.508689827,-2.062483997
-0.27893854,-0.729179602,-1.515181665,-2.062040336
-0.282619942,-0.710846501,-1.568557816,-2.14545661
-0.31075817,-0.743354978,-1.568995364,-2.149010414
-0.363460825,-0.741693352,-1.78650956,-2.327419715
-0.025976471,-0.591765676,-1.591746824,-2.097334483
0.776207578,-0.32014928,1.388982409,1.55480609
1.068916945,-0.259042042,2.986861435,3.627043964
1.040330242,-0.293666912,2.595958623,3.252629417
1.022785298,-0.291200665,2.463198654,3.054798476
1.023170048,-0.294884048,2.469630636,3.08752486
1.022398726,-0.281026391,2.469321972,3.095091839
1.029663924,-0.280603786,2.48098332,3.112651712
1.015912309,-0.295266603,2.401001648,3.029276607
0.994903855,-0.365490263,2.403148617,3.020985754
1.010566114,-0.4322937,2.565297643,3.15074964
1.063579159,0.093484614,1.879446206,2.529315839
1.138105475,1.488230591,0.134463546,0.627678152
1.149477451,1.789514862,-0.303427173,-0.103354828
1.141516979,1.715553878,-0.251298055,-0.044070937
1.156684197,1.739504345,-0.26798546,-0.048491327
1.159334628,1.716282829,-0.286705829,-0.070679261
1.161609568,1.725500556,-0.307880607,-0.06178871
1.164643751,1.733599801,-0.312360753,-0.090050047
1.163883605,1.681577853,-0.34870832,-0.096898539
1.153270866,1.70815987,-0.344611587,-0.094486997
1.148722807,1.582669522,-0.399869376,-0.242415579
1.14303086,0.700915802,-0.39127977,0.106223919
1.144546581,-0.006676335,0.119476177,2.435975805
1.158955488,0.143009365,0.494432338,3.217854156
